id;Full_name;Department;Hora_entrada;Hora_salida;worked_hours;dias_trabajados;Horas_extra_diurnas;Horas_extra_nocturnas;Ausencias;salario_base;Valor_hora_sueldo;pago_horas_extra_diurnas;pago_horas_extra_nocturnas;auxilio_transporte;deduccion_salud;Total_devengado;deduccion_pension;Total_decucciones;Total_neto_a_pagar
778;Danie Pyson;Research and Development;8:45;17:17;8:32:00;20;16;8;2;26233759;163960.9938;3279219.875;1639609.938;0;1049350.36;31152588.81;1049350.36;2098700.72;29053888.09
779;Tobey Nower;Research and Development;8:59;16:30;7:31:00;19;7;2;0;3860325;25396.875;222222.6563;63492.1875;0;154413;4146039.844;154413;308826;3837213.844
780;Elie Egdal;Sales;9:13;17:35;8:22:00;18;6;6;2;7564525;52531.42361;393985.6771;393985.6771;0;302581;8352496.354;302581;605162;7747334.354
781;Clair McCowen;Support;9:05;17:14;8:09:00;20;8;2;1;16516516;103228.225;1032282.25;258070.5625;0;660660.64;17806868.81;660660.64;1321321.28;16485547.53
782;Caresa Mangeon;Human Resources;8:42;16:34;7:52:00;18;20;2;2;26177252;181786.4722;4544661.806;454466.1806;0;1047090.08;31176379.99;1047090.08;2094180.16;29082199.83
783;Gustie Theuss;Accounting;9:05;17:22;8:17:00;20;6;7;0;2244752;14029.7;105222.75;122759.875;162000;89790.08;2634734.625;89790.08;179580.16;2455154.465
784;Mari Hunstone;Services;9:09;16:50;7:41:00;18;8;10;1;5699022;39576.54167;395765.4167;494706.7708;0;227960.88;6589494.188;227960.88;455921.76;6133572.428
785;Michaelina Bister;Services;9:00;17:08;8:08:00;18;10;2;2;11300363;78474.74306;980934.2882;196186.8576;0;452014.52;12477484.15;452014.52;904029.04;11573455.11
786;Brier Bever;Human Resources;9:09;17:05;7:56:00;18;5;5;1;8777298;60953.45833;380959.1146;380959.1146;0;351091.92;9539216.229;351091.92;702183.84;8837032.389
787;Hesther Domenici;Business Development;9:10;17:27;8:17:00;19;7;12;0;23019082;151441.3289;1325111.628;2271619.934;0;920763.28;26615813.56;920763.28;1841526.56;24774287
788;Liane Sullly;Sales;9:16;17:38;8:22:00;19;2;10;1;27612164;181658.9737;454147.4342;2270737.171;0;1104486.56;30337048.61;1104486.56;2208973.12;28128075.49
789;Georgi Vassar;Accounting;8:52;16:58;8:06:00;20;18;8;0;6972918;43580.7375;980566.5938;435807.375;0;278916.72;8389291.969;278916.72;557833.44;7831458.529
790;Lexine Fogarty;Human Resources;8:53;17:25;8:32:00;20;4;4;2;11485644;71785.275;358926.375;358926.375;0;459425.76;12203496.75;459425.76;918851.52;11284645.23
791;Rickey Enderlein;Training;8:59;17:39;8:40:00;20;5;13;2;19470957;121693.4813;760584.2578;1977519.07;0;778838.28;22209060.33;778838.28;1557676.56;20651383.77
792;Laureen Inglesant;Research and Development;9:18;17:33;8:15:00;18;17;13;2;27080290;188057.5694;3996223.351;3055935.503;0;1083211.6;34132448.85;1083211.6;2166423.2;31966025.65
793;Son Alekseev;Research and Development;9:11;17:22;8:11:00;18;13;14;1;25081294;174175.6528;2830354.358;3048073.924;0;1003251.76;30959722.28;1003251.76;2006503.52;28953218.76
794;Ailyn Lambart;Sales;9:17;17:10;7:53:00;18;1;7;1;17762260;123349.0278;154186.2847;1079303.993;0;710490.4;18995750.28;710490.4;1420980.8;17574769.48
795;Thorvald Itzig;Product Management;9:13;17:38;8:25:00;20;10;15;1;11393388;71208.675;890108.4375;1335162.656;0;455735.52;13618659.09;455735.52;911471.04;12707188.05
796;Bonnie Neward;Product Management;8:44;17:34;8:50:00;18;3;6;2;15548163;107973.3542;404900.0781;809800.1563;0;621926.52;16762863.23;621926.52;1243853.04;15519010.19
797;Alaster Brettle;Research and Development;8:52;17:17;8:25:00;20;0;5;2;22064242;137901.5125;0;861884.4531;0;882569.68;22926126.45;882569.68;1765139.36;21160987.09
798;Nikolos McBoyle;Human Resources;8:50;16:33;7:43:00;18;7;6;0;25038077;173875.5347;1521410.929;1304066.51;0;1001523.08;27863554.44;1001523.08;2003046.16;25860508.28
799;Carolina Rehn;Engineering;9:12;17:17;8:05:00;20;8;9;0;12808093;80050.58125;800505.8125;900569.0391;0;512323.72;14509167.85;512323.72;1024647.44;13484520.41
800;Emelyne Stearley;Sales;8:51;16:42;7:51:00;20;14;10;0;9200312;57501.95;1006284.125;718774.375;0;368012.48;10925370.5;368012.48;736024.96;10189345.54
801;Teodora Veld;Support;8:52;17:21;8:29:00;19;14;14;0;17969510;118220.4605;2068858.059;2068858.059;0;718780.4;22107226.12;718780.4;1437560.8;20669665.32
802;Rice Pellman;Training;8:44;16:43;7:59:00;19;2;1;1;8929520;58746.84211;146867.1053;73433.55263;0;357180.8;9149820.658;357180.8;714361.6;8435459.058
803;El Cream;Research and Development;8:50;16:32;7:42:00;20;17;3;1;10410399;65064.99375;1382631.117;243993.7266;0;416415.96;12037023.84;416415.96;832831.92;11204191.92
804;Dulcine Endersby;Services;9:12;17:36;8:24:00;20;2;14;0;14231914;88949.4625;222373.6563;1556615.594;0;569276.56;16010903.25;569276.56;1138553.12;14872350.13
805;Yuri Drever;Legal;9:06;16:34;7:28:00;18;19;13;0;11043556;76691.36111;1821419.826;1246234.618;0;441742.24;14111210.44;441742.24;883484.48;13227725.96
806;Yolane Ahlf;Human Resources;9:16;17:12;7:56:00;18;20;3;0;12703183;88216.54861;2205413.715;330812.0573;0;508127.32;15239408.77;508127.32;1016254.64;14223154.13
807;Arlyn Gouldie;Legal;8:48;17:37;8:49:00;18;15;13;1;5894353;40933.00694;767493.8802;665161.3628;0;235774.12;7327008.243;235774.12;471548.24;6855460.003
808;Minni Marquess;Services;8:55;16:59;8:04:00;20;14;7;2;21391399;133696.2438;2339684.266;1169842.133;0;855655.96;24900925.4;855655.96;1711311.92;23189613.48
809;Hillier Walford;Human Resources;8:41;16:52;8:11:00;20;11;5;1;7624593;47653.70625;655238.4609;297835.6641;0;304983.72;8577667.125;304983.72;609967.44;7967699.685
810;Clyde Lannon;Research and Development;8:40;16:52;8:12:00;18;20;9;2;15801829;109734.9236;2743373.09;1234517.891;0;632073.16;19779719.98;632073.16;1264146.32;18515573.66
811;Kala Clowney;Sales;9:10;16:58;7:48:00;20;5;2;0;21391042;133694.0125;835587.5781;334235.0313;0;855641.68;22560864.61;855641.68;1711283.36;20849581.25
812;Gloria Lokier;Research and Development;9:17;16:57;7:40:00;18;11;3;2;9200358;63891.375;878506.4063;239592.6563;0;368014.32;10318457.06;368014.32;736028.64;9582428.423
813;Donnajean Ivashintsov;Research and Development;8:45;17:24;8:39:00;19;8;12;0;17762922;116861.3289;1168613.289;1752919.934;0;710516.88;20684455.22;710516.88;1421033.76;19263421.46
814;Zenia Riditch;Business Development;8:50;17:20;8:30:00;19;10;14;2;12294754;80886.53947;1011081.743;1415514.441;0;491790.16;14721350.18;491790.16;983580.32;13737769.86
815;Kassi Risborough;Business Development;9:15;17:14;7:59:00;18;7;14;1;28744961;199617.7847;1746655.616;3493311.233;0;1149798.44;33984927.85;1149798.44;2299596.88;31685330.97
816;Bobine Jansens;Marketing;9:16;17:18;8:02:00;19;10;11;0;14958400;98410.52632;1230131.579;1353144.737;0;598336;17541676.32;598336;1196672;16345004.32
817;Gay Palatini;Product Management;8:46;17:17;8:31:00;18;14;3;1;27830536;193267.6111;3382183.194;724753.5417;0;1113221.44;31937472.74;1113221.44;2226442.88;29711029.86
818;Stefano Koeppe;Sales;8:44;16:36;7:52:00;18;8;12;2;26440168;183612.2778;1836122.778;2754184.167;0;1057606.72;31030474.94;1057606.72;2115213.44;28915261.5
819;Nanette Nusche;Engineering;9:15;16:30;7:15:00;20;14;13;2;20382160;127388.5;2229298.75;2070063.125;0;815286.4;24681521.88;815286.4;1630572.8;23050949.08
820;Trev Birtwisle;Business Development;9:14;17:34;8:20:00;18;13;15;1;28673117;199118.8681;3235681.606;3733478.776;0;1146924.68;35642277.38;1146924.68;2293849.36;33348428.02
821;Marthena Le Monnier;Research and Development;8:45;17:16;8:31:00;19;12;14;1;20067668;132024.1316;1980361.974;2310422.303;0;802706.72;24358452.28;802706.72;1605413.44;22753038.84
822;Nolan Marcos;Marketing;9:02;17:35;8:33:00;19;3;14;2;27173216;178771.1579;670391.8421;3128495.263;0;1086928.64;30972103.11;1086928.64;2173857.28;28798245.83
823;Belita Clayworth;Product Management;8:42;17:14;8:32:00;19;12;8;0;21671033;142572.5855;2138588.783;1425725.855;0;866841.32;25235347.64;866841.32;1733682.64;23501665
824;Barbey Long;Training;9:04;16:57;7:53:00;19;15;0;1;10597433;69719.95395;1307249.137;0;0;423897.32;11904682.14;423897.32;847794.64;11056887.5
825;Katinka Rupert;Legal;9:15;17:23;8:08:00;18;11;14;1;1931579;13413.74306;184438.967;234740.5035;162000;77263.16;2512758.47;77263.16;154526.32;2358232.15
826;Mitch Convery;Sales;9:03;17:11;8:08:00;19;11;6;0;26951122;177310.0132;2438012.681;1329825.099;0;1078044.88;30718959.78;1078044.88;2156089.76;28562870.02
827;Cilka Gronaver;Support;8:54;17:15;8:21:00;18;20;14;1;24391709;169386.8681;4234671.701;2964270.191;0;975668.36;31590650.89;975668.36;1951336.72;29639314.17
828;Arie Saunier;Services;8:43;17:14;8:31:00;18;13;13;2;22268892;154645.0833;2512982.604;2512982.604;0;890755.68;27294857.21;890755.68;1781511.36;25513345.85
829;Grazia Tetla;Training;8:52;16:35;7:43:00;19;7;5;0;13628875;89663.65132;784556.949;560397.8207;0;545155;14973829.77;545155;1090310;13883519.77
830;Alethea Snugg;Training;9:02;17:02;8:00:00;18;11;6;0;26872042;186611.4028;2565906.788;1399585.521;0;1074881.68;30837534.31;1074881.68;2149763.36;28687770.95
831;Janessa Crocken;Human Resources;8:49;16:38;7:49:00;20;9;0;1;3194647;19966.54375;224623.6172;0;0;127785.88;3419270.617;127785.88;255571.76;3163698.857
832;Cecelia Laddle;Research and Development;9:03;17:06;8:03:00;18;14;9;0;2269988;15763.80556;275866.5972;177342.8125;162000;90799.52;2885197.41;90799.52;181599.04;2703598.37
833;Archer Stag;Accounting;9:09;16:46;7:37:00;19;16;8;1;20622642;135675.2763;2713505.526;1356752.763;0;824905.68;24692900.29;824905.68;1649811.36;23043088.93
834;Jo-anne Woollhead;Research and Development;9:00;17:38;8:38:00;18;8;1;0;7010163;48681.6875;486816.875;60852.10938;0;280406.52;7557831.984;280406.52;560813.04;6997018.944
835;Kaitlin Travis;Human Resources;9:01;16:42;7:41:00;20;7;4;2;13936181;87101.13125;762134.8984;435505.6563;0;557447.24;15133821.55;557447.24;1114894.48;14018927.07
836;Gilbert Gooke;Product Management;8:51;16:58;8:07:00;20;6;2;2;1648075;10300.46875;77253.51563;25751.17188;162000;65923;1913079.688;65923;131846;1781233.688
837;Therine Primett;Legal;8:53;17:02;8:09:00;19;11;10;2;7655164;50362.92105;692490.1645;629536.5132;0;306206.56;8977190.678;306206.56;612413.12;8364777.558
838;Ewell Coyte;Engineering;9:18;17:32;8:14:00;19;7;5;0;1856628;12214.65789;106878.2566;76341.61184;162000;74265.12;2201847.868;74265.12;148530.24;2053317.628
839;Conan Pottage;Accounting;9:09;16:50;7:41:00;18;17;2;0;16239488;112774.2222;2396452.222;281935.5556;0;649579.52;18917875.78;649579.52;1299159.04;17618716.74
840;Betteanne Pettingill;Legal;8:54;17:23;8:29:00;18;20;7;1;15351246;106605.875;2665146.875;932801.4063;0;614049.84;18949194.28;614049.84;1228099.68;17721094.6
841;Rutter Rennox;Training;9:03;17:30;8:27:00;19;10;13;1;25118094;165250.6184;2065632.73;2685322.549;0;1004723.76;29869049.28;1004723.76;2009447.52;27859601.76
842;Kinnie Whisson;Legal;8:58;17:25;8:27:00;20;4;3;1;26397526;164984.5375;824922.6875;618692.0156;0;1055901.04;27841140.7;1055901.04;2111802.08;25729338.62
843;Marchall Revie;Sales;8:50;16:41;7:51:00;18;0;0;2;3367971;23388.6875;0;0;0;134718.84;3367971;134718.84;269437.68;3098533.32
844;Elbertine Hounsome;Support;9:01;16:35;7:34:00;19;14;13;0;21047339;138469.3355;2423213.372;2250126.702;0;841893.56;25720679.07;841893.56;1683787.12;24036891.95
845;Hogan Bolzen;Legal;9:02;17:14;8:12:00;20;12;1;0;7941382;49633.6375;744504.5625;62042.04688;0;317655.28;8747928.609;317655.28;635310.56;8112618.049
846;Welch Sreenan;Marketing;9:08;16:36;7:28:00;19;13;14;0;28139746;185129.9079;3008361.003;3239773.388;0;1125589.84;34387880.39;1125589.84;2251179.68;32136700.71
847;Bamby Giacomoni;Legal;9:09;16:42;7:33:00;19;13;8;1;17860481;117503.1645;1909426.423;1175031.645;0;714419.24;20944939.07;714419.24;1428838.48;19516100.59
848;Granny Cordobes;Research and Development;9:15;17:20;8:05:00;18;14;15;0;24826401;172405.5625;3017097.344;3232604.297;0;993056.04;31076102.64;993056.04;1986112.08;29089990.56
849;Carolynn Ellice;Marketing;8:49;17:34;8:45:00;19;13;11;0;25424380;167265.6579;2718066.941;2299902.796;0;1016975.2;30442349.74;1016975.2;2033950.4;28408399.34
850;Carolin Tidbald;Research and Development;8:53;16:45;7:52:00;18;5;3;1;7209421;50065.42361;312908.8976;187745.3385;0;288376.84;7710075.236;288376.84;576753.68;7133321.556
851;Missie Minor;Legal;9:03;16:43;7:40:00;18;3;6;2;7188544;49920.44444;187201.6667;374403.3333;0;287541.76;7750149;287541.76;575083.52;7175065.48
852;Raquel Pinnion;Services;8:48;16:38;7:50:00;18;5;7;2;17975327;124828.6597;780179.1233;1092250.773;0;719013.08;19847756.9;719013.08;1438026.16;18409730.74
853;Parke Primarolo;Training;9:10;17:11;8:01:00;20;4;7;2;18158137;113488.3563;567441.7813;993023.1172;0;726325.48;19718601.9;726325.48;1452650.96;18265950.94
854;Meggi Gasker;Business Development;9:06;17:14;8:08:00;18;13;7;0;9401621;65289.03472;1060946.814;571279.0538;0;376064.84;11033846.87;376064.84;752129.68;10281717.19
855;Emilio Lowerson;Research and Development;9:03;17:17;8:14:00;19;3;2;1;23238236;152883.1316;573311.7434;382207.8289;0;929529.44;24193755.57;929529.44;1859058.88;22334696.69
856;Garold Mostyn;Services;9:12;17:06;7:54:00;18;0;0;0;22614357;157044.1458;0;0;0;904574.28;22614357;904574.28;1809148.56;20805208.44
857;Berny Cornew;Support;8:41;17:18;8:37:00;19;7;7;0;2714107;17855.96711;156239.7122;156239.7122;0;108564.28;3026586.424;108564.28;217128.56;2809457.864
858;Boigie Faier;Training;8:54;17:35;8:41:00;18;1;7;0;6134892;42603.41667;53254.27083;372779.8958;0;245395.68;6560926.167;245395.68;490791.36;6070134.807
859;Anitra MacCosty;Sales;8:56;16:38;7:42:00;20;16;11;0;28451885;177824.2813;3556485.625;2445083.867;0;1138075.4;34453454.49;1138075.4;2276150.8;32177303.69
860;Derk Spacey;Support;8:56;17:07;8:11:00;20;14;4;0;24562818;153517.6125;2686558.219;767588.0625;0;982512.72;28016964.28;982512.72;1965025.44;26051938.84
861;Nicoline Vivien;Business Development;9:09;17:39;8:30:00;18;17;13;0;27528288;191168.6667;4062334.167;3106490.833;0;1101131.52;34697113;1101131.52;2202263.04;32494849.96
862;Kyrstin Winser;Training;9:02;16:36;7:34:00;20;6;1;2;4632955;28955.96875;217169.7656;36194.96094;0;185318.2;4886319.727;185318.2;370636.4;4515683.327
863;Milena Getsham;Legal;8:46;16:43;7:57:00;18;11;8;0;10451373;72578.97917;997960.9635;725789.7917;0;418054.92;12175123.76;418054.92;836109.84;11339013.92
864;Hermann D'Acth;Sales;9:11;17:02;7:51:00;19;1;11;1;12912694;84951.93421;106189.9178;1168089.095;0;516507.76;14186973.01;516507.76;1033015.52;13153957.49
865;Broderic Mityukov;Marketing;8:59;17:12;8:13:00;18;10;12;2;24532767;170366.4375;2129580.469;2555496.563;0;981310.68;29217844.03;981310.68;1962621.36;27255222.67
866;Katrinka Khidr;Business Development;9:15;16:39;7:24:00;20;16;8;1;14586719;91166.99375;1823339.875;911669.9375;0;583468.76;17321728.81;583468.76;1166937.52;16154791.29
867;Jacklyn Pibsworth;Accounting;8:56;17:01;8:05:00;19;16;15;1;7595837;49972.61184;999452.2368;936986.472;0;303833.48;9532275.709;303833.48;607666.96;8924608.749
868;Gaven Spreadbury;Engineering;9:15;17:36;8:21:00;19;16;11;1;8040523;52898.17763;1057963.553;727349.9424;0;321620.92;9825836.495;321620.92;643241.84;9182594.655
869;Lucila Whittock;Services;9:17;16:55;7:38:00;20;2;9;1;9593844;59961.525;149903.8125;674567.1563;0;383753.76;10418314.97;383753.76;767507.52;9650807.449
870;Holt Wale;Research and Development;8:43;17:36;8:53:00;18;5;10;2;9618841;66797.50694;417484.4184;834968.8368;0;384753.64;10871294.26;384753.64;769507.28;10101786.98
871;Maddie Skalls;Engineering;9:12;16:43;7:31:00;20;4;14;0;13280365;83002.28125;415011.4063;1452539.922;0;531214.6;15147916.33;531214.6;1062429.2;14085487.13
872;Klara Langshaw;Sales;9:02;16:38;7:36:00;19;5;10;0;22961664;151063.5789;944147.3684;1888294.737;0;918466.56;25794106.11;918466.56;1836933.12;23957172.99
873;Dell Skinn;Services;9:16;16:52;7:36:00;20;3;12;2;8279656;51747.85;194054.4375;776217.75;0;331186.24;9249928.188;331186.24;662372.48;8587555.708
874;Rorie Scutching;Research and Development;9:12;16:42;7:30:00;19;4;4;2;22721402;149482.9079;747414.5395;747414.5395;0;908856.08;24216231.08;908856.08;1817712.16;22398518.92
875;Karlens Pearle;Product Management;8:50;17:15;8:25:00;18;7;0;0;4152654;28837.875;252331.4063;0;0;166106.16;4404985.406;166106.16;332212.32;4072773.086
876;Coralie Berrigan;Research and Development;9:05;16:32;7:27:00;18;3;11;1;24786397;172127.7569;645479.0885;2366756.658;0;991455.88;27798632.75;991455.88;1982911.76;25815720.99
877;Nedda Brookwell;Human Resources;8:54;16:46;7:52:00;19;8;12;2;21755582;143128.8289;1431288.289;2146932.434;0;870223.28;25333802.72;870223.28;1740446.56;23593356.16
878;Rhona Akerman;Legal;9:12;17:11;7:59:00;19;13;1;2;12920367;85002.41447;1381289.235;106253.0181;0;516814.68;14407909.25;516814.68;1033629.36;13374279.89
879;Adolph Cloake;Research and Development;8:46;17:31;8:45:00;18;13;15;0;11009408;76454.22222;1242381.111;1433516.667;0;440376.32;13685305.78;440376.32;880752.64;12804553.14
880;Chick Gibbin;Support;8:57;17:26;8:29:00;18;3;2;0;12152482;84392.23611;316470.8854;210980.5903;0;486099.28;12679933.48;486099.28;972198.56;11707734.92
881;Lexie Dossit;Legal;9:03;17:32;8:29:00;18;20;9;1;22557278;156647.7639;3916194.097;1762287.344;0;902291.12;28235759.44;902291.12;1804582.24;26431177.2
882;Abba Longthorne;Business Development;9:05;17:00;7:55:00;18;18;9;0;15807677;109775.5347;2469949.531;1234974.766;0;632307.08;19512601.3;632307.08;1264614.16;18247987.14
883;Basia Dedney;Services;8:53;16:47;7:54:00;19;0;14;2;9580851;63031.91447;0;1103058.503;0;383234.04;10683909.5;383234.04;766468.08;9917441.423
884;Allan Oller;Marketing;9:02;16:43;7:41:00;20;17;6;0;21760789;136004.9313;2890104.789;1020036.984;0;870431.56;25670930.77;870431.56;1740863.12;23930067.65
885;Dimitry Gotobed;Accounting;8:53;16:56;8:03:00;19;15;2;0;15295890;100630.8553;1886828.536;251577.1382;0;611835.6;17434295.67;611835.6;1223671.2;16210624.47
886;Gwynne Livett;Research and Development;8:44;16:40;7:56:00;19;3;8;0;13101901;86196.71711;323237.6891;861967.1711;0;524076.04;14287105.86;524076.04;1048152.08;13238953.78
887;Alvy Pindell;Marketing;9:17;16:41;7:24:00;20;17;10;2;10312389;64452.43125;1369614.164;805655.3906;0;412495.56;12487658.55;412495.56;824991.12;11662667.43
888;Dulci Bosdet;Research and Development;9:11;17:23;8:12:00;20;18;15;0;9184236;57401.475;1291533.188;1076277.656;0;367369.44;11552046.84;367369.44;734738.88;10817307.96
889;Gilemette Dedam;Business Development;9:19;16:46;7:27:00;19;1;10;1;14367804;94525.02632;118156.2829;1181562.829;0;574712.16;15667523.11;574712.16;1149424.32;14518098.79
890;Salaidh Heindl;Marketing;8:54;16:43;7:49:00;18;8;7;2;17715307;123022.9653;1230229.653;1076450.946;0;708612.28;20021987.6;708612.28;1417224.56;18604763.04
891;Tiphany Romaint;Research and Development;9:16;17:39;8:23:00;19;4;10;2;9128205;60053.98026;300269.9013;750674.7533;0;365128.2;10179149.65;365128.2;730256.4;9448893.255
892;Bendicty Avrahamov;Human Resources;9:00;16:34;7:34:00;19;7;0;0;21070152;138619.4211;1212919.934;0;0;842806.08;22283071.93;842806.08;1685612.16;20597459.77
893;Hunt Egiloff;Accounting;8:59;17:29;8:30:00;20;3;4;0;8637715;53985.71875;202446.4453;269928.5938;0;345508.6;9110090.039;345508.6;691017.2;8419072.839
894;Van Fredy;Human Resources;9:10;16:49;7:39:00;18;16;1;1;3087936;21444;428880;26805;0;123517.44;3543621;123517.44;247034.88;3296586.12
895;Sonya Nash;Research and Development;9:14;16:31;7:17:00;18;9;9;2;4172370;28974.79167;325966.4063;325966.4063;0;166894.8;4824302.813;166894.8;333789.6;4490513.213
896;Bronny O'Rowane;Research and Development;8:54;17:24;8:30:00;18;0;2;2;15653806;108706.9861;0;271767.4653;0;626152.24;15925573.47;626152.24;1252304.48;14673268.99
897;Griffy Grills;Marketing;9:13;16:45;7:32:00;19;12;9;2;4017752;26432.57895;396488.6842;297366.5132;0;160710.08;4711607.197;160710.08;321420.16;4390187.037
898;Francisca Hugill;Services;8:49;17:04;8:15:00;20;0;13;1;17176732;107354.575;0;1744511.844;0;687069.28;18921243.84;687069.28;1374138.56;17547105.28
899;Xenos Kohrs;Human Resources;8:45;17:26;8:41:00;18;11;12;2;11805035;81979.40972;1127216.884;1229691.146;0;472201.4;14161943.03;472201.4;944402.8;13217540.23
900;Stacie Linwood;Sales;8:50;17:16;8:26:00;20;10;14;0;25883853;161774.0813;2022176.016;2831046.422;0;1035354.12;30737075.44;1035354.12;2070708.24;28666367.2
901;Delphine Drake;Marketing;9:06;16:58;7:52:00;18;6;3;2;27105843;188235.0208;1411762.656;705881.3281;0;1084233.72;29223486.98;1084233.72;2168467.44;27055019.54
902;Giordano Pinchen;Research and Development;8:43;17:03;8:20:00;19;18;0;2;2199562;14470.80263;325593.0592;0;162000;87982.48;2687155.059;87982.48;175964.96;2511190.099
903;Donal Steedman;Human Resources;8:43;16:47;8:04:00;20;1;9;2;10441701;65260.63125;81575.78906;734182.1016;0;417668.04;11257458.89;417668.04;835336.08;10422122.81
904;Tim Willison;Marketing;9:18;17:39;8:21:00;20;7;11;2;2354828;14717.675;128779.6563;202368.0313;162000;94193.12;2847975.688;94193.12;188386.24;2659589.448
905;Amil Abercromby;Research and Development;9:03;16:41;7:38:00;18;9;5;1;28372981;197034.5903;2216639.141;1231466.189;0;1134919.24;31821086.33;1134919.24;2269838.48;29551247.85
906;Gertie MacTrusty;Accounting;9:02;17:39;8:37:00;19;1;13;1;25019982;164605.1447;205756.4309;2674833.602;0;1000799.28;27900572.03;1000799.28;2001598.56;25898973.47
907;Maribelle Duggon;Human Resources;9:05;17:29;8:24:00;18;5;7;0;15434478;107183.875;669899.2188;937858.9063;0;617379.12;17042236.13;617379.12;1234758.24;15807477.89
908;Payton Portal;Engineering;8:48;17:05;8:17:00;18;1;6;1;23989509;166593.8125;208242.2656;1249453.594;0;959580.36;25447204.86;959580.36;1919160.72;23528044.14
909;Claiborne Bugge;Human Resources;9:02;17:05;8:03:00;18;17;9;1;19690011;136736.1875;2905643.984;1538282.109;0;787600.44;24133937.09;787600.44;1575200.88;22558736.21
910;Heidie Vayro;Legal;9:17;17:01;7:44:00;20;8;1;2;13261125;82882.03125;828820.3125;103602.5391;0;530445;14193547.85;530445;1060890;13132657.85
911;Louise Deeble;Human Resources;9:14;17:37;8:23:00;18;14;11;1;21521496;149454.8333;2615459.583;2055003.958;0;860859.84;26191959.54;860859.84;1721719.68;24470239.86
912;Riobard Gidden;Engineering;8:53;17:22;8:29:00;20;1;15;1;16091268;100570.425;125713.0313;1885695.469;0;643650.72;18102676.5;643650.72;1287301.44;16815375.06
913;Gilles Waterhous;Training;8:49;17:07;8:18:00;18;11;5;1;12575489;87329.78472;1200784.54;545811.1545;0;503019.56;14322084.69;503019.56;1006039.12;13316045.57
914;Tera Janatka;Marketing;9:13;16:42;7:29:00;19;9;15;2;20256612;133267.1842;1499255.822;2498759.704;0;810264.48;24254627.53;810264.48;1620528.96;22634098.57
915;Bathsheba Pailin;Sales;8:51;16:30;7:39:00;19;6;13;2;4451786;29288.06579;219660.4934;475931.0691;0;178071.44;5147377.563;178071.44;356142.88;4791234.683
916;Gladi Cowlard;Product Management;8:49;16:55;8:06:00;18;5;11;2;14787875;102693.5764;641834.8524;1412036.675;0;591515;16841746.53;591515;1183030;15658716.53
917;Brett O'Farrell;Legal;8:57;17:29;8:32:00;18;10;0;2;23700296;164585.3889;2057317.361;0;0;948011.84;25757613.36;948011.84;1896023.68;23861589.68
918;Verina Whorall;Product Management;8:41;17:37;8:56:00;19;14;15;2;2556767;16820.83553;294364.6217;315390.6661;162000;102270.68;3328522.288;102270.68;204541.36;3123980.928
919;Lian Corbishley;Training;8:50;17:27;8:37:00;20;17;13;2;10076338;62977.1125;1338263.641;1023378.078;0;403053.52;12437979.72;403053.52;806107.04;11631872.68
920;Jareb Kinch;Legal;9:17;17:34;8:17:00;19;8;9;2;18951355;124679.9671;1246799.671;1402649.63;0;758054.2;21600804.3;758054.2;1516108.4;20084695.9
921;Elysha Lamblot;Sales;8:50;16:30;7:40:00;20;16;4;2;22991681;143698.0063;2873960.125;718490.0313;0;919667.24;26584131.16;919667.24;1839334.48;24744796.68
922;Fidelia Costy;Research and Development;9:13;16:53;7:40:00;19;4;7;0;11427955;75183.91447;375919.5724;657859.2516;0;457118.2;12461733.82;457118.2;914236.4;11547497.42
923;Brigitta Banham;Sales;8:50;16:53;8:03:00;19;9;11;2;28280934;186058.7763;2093161.234;2558308.174;0;1131237.36;32932403.41;1131237.36;2262474.72;30669928.69
924;Anne-corinne Frostick;Marketing;9:04;17:16;8:12:00;19;0;0;1;7125758;46879.98684;0;0;0;285030.32;7125758;285030.32;570060.64;6555697.36
925;Mikey Streeton;Legal;9:17;16:48;7:31:00;20;12;9;0;10048566;62803.5375;942053.0625;706539.7969;0;401942.64;11697158.86;401942.64;803885.28;10893273.58
926;Jasper Cavaney;Accounting;9:03;17:18;8:15:00;19;18;4;2;11476468;75503.07895;1698819.276;377515.3947;0;459058.72;13552802.67;459058.72;918117.44;12634685.23
927;Rafaello Bartolijn;Engineering;8:40;16:58;8:18:00;20;5;8;2;19112825;119455.1563;746594.7266;1194551.563;0;764513;21053971.29;764513;1529026;19524945.29
928;Peirce O'Nion;Services;9:10;16:44;7:34:00;18;17;4;1;15645704;108650.7222;2308827.847;543253.6111;0;625828.16;18497785.46;625828.16;1251656.32;17246129.14
929;Harriott Osipenko;Engineering;8:49;16:38;7:49:00;20;10;13;0;20535895;128349.3438;1604366.797;2085676.836;0;821435.8;24225938.63;821435.8;1642871.6;22583067.03
930;Jermayne Newcomen;Support;9:00;17:29;8:29:00;19;18;2;0;14040935;92374.57237;2078427.878;230936.4309;0;561637.4;16350299.31;561637.4;1123274.8;15227024.51
931;Lauryn McCleod;Research and Development;8:53;17:15;8:22:00;20;3;12;0;19950917;124693.2313;467599.6172;1870398.469;0;798036.68;22288915.09;798036.68;1596073.36;20692841.73
932;Kelsi Dee;Support;9:09;16:44;7:35:00;18;15;4;0;17913637;124400.2569;2332504.818;622001.2847;0;716545.48;20868143.1;716545.48;1433090.96;19435052.14
